VLSR,Tbright
24.802759,2.966547
23.956862,3.697715
23.110966,4.247257
22.265069,5.270965
21.419172,6.576981
20.573275,7.937557
19.727379,8.642382
18.881482,9.856925
18.035585,11.840143
17.189689,14.345008
16.343792,16.394969
15.497895,18.698861
14.651998,21.853136
13.806102,24.580102
12.960205,27.500690
12.114308,30.910173
11.268411,34.506824
10.422515,37.564462
9.576618,40.395306
8.730721,42.225387
7.884824,44.037625
7.038928,45.940548
6.193031,47.631128
5.347134,49.124220
4.501238,50.121188
3.655341,51.040133
2.809444,52.248175
1.963547,52.666298
1.117651,52.342242
0.271754,52.727941
-0.574143,52.222939
-1.420040,51.468935
-2.265936,51.102151
-3.111833,50.733409
-3.957730,49.447603
-4.803627,48.557997
-5.649523,47.150934
-6.495420,45.700735
-7.341317,44.667096
-8.187214,44.052524
-9.033110,41.754238
-9.879007,40.099532
-10.724904,38.448723
-11.570800,36.124872
-12.416697,34.739919
-13.262594,33.389903
-14.108491,30.781440
-14.954387,29.320106
-15.800284,27.879593
-16.646181,25.707179
-17.492078,24.607213
-18.337974,23.456947
-19.183871,22.052061
-20.029768,20.582797
-20.875665,19.796302
-21.721561,19.110895
-22.567458,18.452365
-23.413355,18.127319
-24.259251,17.918924
-25.105148,17.746323
-25.951045,17.399464
-26.796942,17.161174
-27.642838,17.076098
-28.488735,16.856182
-29.334632,16.690528
-30.180529,17.304808
-31.026425,16.513903
-31.872322,16.884846
-32.718219,17.362378
-33.564116,17.392871
-34.410012,16.982677
-35.255909,17.116481
-36.101806,17.595656
-36.947703,17.923058
-37.793599,17.553094
-38.639496,17.205259
-39.485393,16.821627
-40.331289,17.175654
-41.177186,17.889517
-42.023083,17.571499
-42.868980,17.432075
-43.714876,17.023138
-44.560773,16.354213
-45.406670,15.745156
-46.252567,16.174960
-47.098463,16.412978
-47.944360,15.796442
-48.790257,15.682809
-49.636154,15.872274
-50.482050,15.563700
-51.327947,15.179960
-52.173844,15.079433
-53.019740,15.011754
-53.865637,14.722466
-54.711534,14.700447
-55.557431,14.746626
-56.403327,14.661154
-57.249224,15.480581
-58.095121,15.043038
-58.941018,15.009497
-59.786914,15.625323
-60.632811,15.368634
-61.478708,16.166841
-62.324605,16.412575
-63.170501,16.447843
-64.016398,17.272694
-64.862295,17.211395
-65.708191,16.467350
-66.554088,17.034124
-67.399985,17.466823
-68.245882,17.444708
-69.091778,17.652718
-69.937675,17.882517
-70.783572,18.477549
-71.629469,18.027403
-72.475365,18.020613
-73.321262,17.517852
-74.167159,17.583444
-75.013056,17.460577
-75.858952,17.789820
-76.704849,17.250332
-77.550746,16.294170
-78.396643,16.119099
-79.242539,15.668541
-80.088436,15.223618
-80.934333,15.088142
-81.780229,14.812535
-82.626126,14.454992
-83.472023,14.045995
-84.317920,13.710466
-85.163816,13.978004
-86.009713,14.174123
-86.855610,13.572224
-87.701507,13.512451
-88.547403,13.676035
-89.393300,13.326986
-90.239197,13.066067
-91.085094,12.906991
-91.930990,12.577970
-92.776887,12.166033
-93.622784,11.872194
-94.468680,10.909402
-95.314577,10.391889
-96.160474,10.225014
-97.006371,9.754142
-97.852267,10.048546
-98.698164,9.316294
-99.544061,8.323430
-100.389958,7.785418
-101.235854,8.086607
-102.081751,7.897459
-102.927648,7.182064
-103.773545,6.907633
-104.619441,7.228196
-105.465338,7.007110
-106.311235,6.231264
-107.157132,6.027161
-108.003028,6.581857
-108.848925,6.920676
-109.694822,6.215563
-110.540718,5.583124
-111.386615,5.564778
-112.232512,5.494688
-113.078409,5.013029
-113.924305,4.631645
-114.770202,5.434925
-115.616099,5.196518
-116.461996,4.997069
-117.307892,4.513851
-118.153789,4.285378
-118.999686,4.270674
-119.845583,3.781245
-120.691479,3.699823
-121.537376,3.928559
-122.383273,4.615353
-123.229169,4.526274
-124.075066,4.002358
-124.920963,3.905679
-125.766860,4.106001
-126.612756,3.509915
-127.458653,3.141211
-128.304550,3.770375
-129.150447,3.324776
-129.996343,3.659894
-130.842240,4.047098
-131.688137,3.705763
-132.534034,3.295506
-133.379930,3.270377
-134.225827,3.363714
-135.071724,2.816794
-135.917620,2.644708
-136.763517,2.985759
-137.609414,3.543524
-138.455311,2.932701
-139.301207,2.737019
-140.147104,3.618047
-140.993001,2.846067
-141.838898,2.639673
-142.684794,1.938140
-143.530691,1.981029
-144.376588,2.358433
-145.222485,3.279233
-146.068381,3.018744
-146.914278,2.617737
-147.760175,2.496394
-148.606072,2.845296
-149.451968,3.666572
-150.297865,3.626528
-151.143762,4.068200
-151.989658,4.003417
-152.835555,3.708056
-153.681452,3.874349
-154.527349,4.017291
-155.373245,3.537402
-156.219142,2.949068
-157.065039,3.025285
-157.910936,3.168323
-158.756832,3.238021
-159.602729,3.176229
-160.448626,2.976489
-161.294523,3.210192
-162.140419,3.283683
-162.986316,3.004606
-163.832213,3.340754
-164.678109,3.859926
-165.524006,4.187441
-166.369903,4.058378
-167.215800,3.827106
-168.061696,3.320250
-168.907593,3.565381
-169.753490,3.740194
-170.599387,4.112239
-171.445283,3.322264
-172.291180,3.843843
-173.137077,3.873874
-173.982974,4.024602
-174.828870,4.218807
-175.674767,4.407699
-176.520664,4.842648
-177.366561,5.172894
-178.212457,5.303979
-179.058354,7.387854
-179.904251,9.656323
-180.750147,7.424312
-181.596044,6.017818
-182.441941,5.383214
-183.287838,4.800110
-184.133734,4.913442
-184.979631,5.358706
-185.825528,5.511297
-186.671425,5.952226
-187.517321,6.174256
-188.363218,6.074004
-189.209115,6.269308
-190.055012,6.565646
-190.900908,6.970395
-191.746805,7.838239
-192.592702,9.273180
-193.438598,15.132509
-194.284495,18.992741
-195.130392,12.372907
-195.976289,7.896077
-196.822185,6.118490
-197.668082,5.572869
-198.513979,5.197189
-199.359876,4.529424
-200.205772,4.439792
-201.051669,4.611994
-201.897566,3.746128
-202.743463,3.790509
-203.589359,4.250268
-204.435256,4.173060
-205.281153,3.638886
-206.127050,3.623288
-206.972946,3.680480
-207.818843,3.854007
-208.664740,3.507353
-209.510636,3.058288
-210.356533,2.625676
-211.202430,2.286982
