VLSR,Tbright
99.947265,0.706485
99.101368,0.116833
98.255472,0.635280
97.409575,1.301955
96.563678,1.067206
95.717781,1.093835
94.871885,0.802347
94.025988,0.907860
93.180091,1.303012
92.334194,1.331832
91.488298,0.883172
90.642401,1.036560
89.796504,1.230309
88.950608,1.761749
88.104711,1.531969
87.258814,0.890626
86.412917,0.770306
85.567021,1.142226
84.721124,1.476809
83.875227,1.374660
83.029330,1.021479
82.183434,1.028244
81.337537,0.751863
80.491640,1.216479
79.645743,1.391697
78.799847,1.370120
77.953950,1.549032
77.108053,1.307496
76.262157,1.081808
75.416260,1.255429
74.570363,1.235045
73.724466,1.066977
72.878570,0.610655
72.032673,0.981221
71.186776,1.304117
70.340879,1.574601
69.494983,0.877287
68.649086,0.555318
67.803189,0.328579
66.957292,0.764447
66.111396,1.262511
65.265499,1.273917
64.419602,0.898759
63.573705,1.345712
62.727809,1.813796
61.881912,1.744135
61.036015,0.946934
60.190119,1.655456
59.344222,1.908566
58.498325,1.794067
57.652428,1.700439
56.806532,1.545288
55.960635,1.221968
55.114738,1.171711
54.268841,1.745353
53.422945,1.908570
52.577048,1.360047
51.731151,1.765627
50.885254,2.117744
50.039358,2.261998
49.193461,1.688417
48.347564,2.019433
47.501668,1.932911
46.655771,1.356590
45.809874,1.601149
44.963977,1.664274
44.118081,2.081724
43.272184,2.129419
42.426287,1.946099
41.580390,2.254536
40.734494,2.255518
39.888597,2.477466
39.042700,2.322312
38.196803,2.115775
37.350907,2.504354
36.505010,2.901964
35.659113,3.218104
34.813217,3.303196
33.967320,4.406958
33.121423,5.108044
32.275526,5.683368
31.429630,5.228144
30.583733,6.065792
29.737836,6.812375
28.891939,6.896308
28.046043,8.156740
27.200146,9.189772
26.354249,9.697916
25.508352,10.317144
24.662456,10.795559
23.816559,12.250356
22.970662,13.693050
22.124765,15.154041
21.278869,16.372047
20.432972,17.658531
19.587075,18.979188
18.741179,21.466721
17.895282,23.330237
17.049385,24.880025
16.203488,26.566719
15.357592,28.194492
14.511695,29.744672
13.665798,31.658863
12.819901,33.014606
11.974005,34.630694
11.128108,36.194449
10.282211,36.732684
9.436314,37.906592
8.590418,38.575852
7.744521,39.682391
6.898624,40.248480
6.052728,40.255310
5.206831,40.274870
4.360934,40.149209
3.515037,39.842754
2.669141,38.773977
1.823244,38.676730
0.977347,37.772923
0.131450,36.481721
-0.714446,34.977693
-1.560343,33.896226
-2.406240,32.535217
-3.252137,31.361753
-4.098033,29.688607
-4.943930,27.688349
-5.789827,26.472625
-6.635724,24.944856
-7.481620,22.845473
-8.327517,21.703835
-9.173414,20.817420
-10.019310,19.141463
-10.865207,17.758029
-11.711104,16.917185
-12.557001,16.024282
-13.402897,15.236678
-14.248794,14.214878
-15.094691,13.090594
-15.940588,13.233452
-16.786484,12.386818
-17.632381,11.613772
-18.478278,11.235687
-19.324175,10.706761
-20.170071,10.216871
-21.015968,9.660156
-21.861865,9.007685
-22.707761,8.791725
-23.553658,8.867170
-24.399555,8.259998
-25.245452,7.769029
-26.091348,7.303344
-26.937245,6.894939
-27.783142,6.996628
-28.629039,7.354288
-29.474935,6.911717
-30.320832,6.953328
-31.166729,7.281763
-32.012626,7.198119
-32.858522,6.321716
-33.704419,5.683300
-34.550316,6.034450
-35.396213,6.712868
-36.242109,6.623620
-37.088006,6.236408
-37.933903,5.761685
-38.779799,6.126778
-39.625696,6.309965
-40.471593,6.521172
-41.317490,6.444948
-42.163386,6.303911
-43.009283,6.420528
-43.855180,6.057860
-44.701077,6.068460
-45.546973,6.109810
-46.392870,6.181027
-47.238767,6.325918
-48.084664,6.886350
-48.930560,7.184133
-49.776457,7.006739
-50.622354,7.134314
-51.468250,7.735674
-52.314147,7.680952
-53.160044,7.325196
-54.005941,8.299079
-54.851837,8.844319
-55.697734,9.104128
-56.543631,9.116928
-57.389528,9.467320
-58.235424,9.622465
-59.081321,10.062026
-59.927218,10.662360
-60.773115,10.930291
-61.619011,10.958263
-62.464908,11.783217
-63.310805,11.885613
-64.156701,11.645845
-65.002598,12.073747
-65.848495,12.183416
-66.694392,12.318673
-67.540288,13.012873
-68.386185,12.610001
-69.232082,13.316113
-70.077979,12.613320
-70.923875,12.561541
-71.769772,11.807127
-72.615669,11.388044
-73.461566,11.226643
-74.307462,11.172067
-75.153359,11.040412
-75.999256,10.113454
-76.845153,9.416278
-77.691049,9.339538
-78.536946,9.228298
-79.382843,8.936189
-80.228739,8.267988
-81.074636,7.461739
-81.920533,7.471173
-82.766430,7.389861
-83.612326,6.786038
-84.458223,6.912941
-85.304120,6.800917
-86.150017,6.515098
-86.995913,6.552414
-87.841810,6.153104
-88.687707,6.025481
-89.533604,5.849110
-90.379500,5.884841
-91.225397,5.592561
-92.071294,4.949667
-92.917190,4.923546
-93.763087,4.922992
-94.608984,4.440893
-95.454881,4.361834
-96.300777,4.895073
-97.146674,4.606847
-97.992571,4.438797
-98.838468,4.198069
-99.684364,4.739285
-100.530261,4.906322
-101.376158,4.782296
-102.222055,4.760037
-103.067951,4.766420
-103.913848,4.654741
-104.759745,4.499727
-105.605642,4.311501
-106.451538,4.229925
-107.297435,4.400682
-108.143332,4.652806
-108.989228,4.423747
-109.835125,3.716590
-110.681022,4.053423
-111.526919,3.802416
-112.372815,3.132036
-113.218712,3.994107
-114.064609,3.263338
-114.910506,3.089606
-115.756402,2.676436
-116.602299,2.444090
-117.448196,2.271272
-118.294093,2.293727
-119.139989,2.419166
-119.985886,2.409320
-120.831783,2.507102
-121.677679,2.217597
-122.523576,2.476723
-123.369473,2.316755
-124.215370,2.244732
-125.061266,2.034285
-125.907163,1.887254
-126.753060,1.994194
-127.598957,1.925411
-128.444853,1.881845
-129.290750,2.000680
-130.136647,2.208642
-130.982544,1.924091
-131.828440,1.844444
-132.674337,1.684404
-133.520234,1.131336
-134.366130,1.089334
-135.212027,1.598592
-136.057924,2.228456
-136.903821,1.604533
-137.749717,1.717210
-138.595614,1.787604
-139.441511,0.835521
-140.287408,0.658030
-141.133304,0.717149
-141.979201,0.845480
-142.825098,0.861762
-143.670995,1.959335
-144.516891,1.729043
-145.362788,1.697744
-146.208685,1.659479
-147.054582,1.585830
-147.900478,2.214013
-148.746375,2.235846
-149.592272,2.685880
-150.438168,2.524851
-151.284065,1.656088
-152.129962,2.278994
-152.975859,2.760247
-153.821755,2.557368
-154.667652,2.147290
-155.513549,2.221732
-156.359446,2.212216
-157.205342,2.347587
-158.051239,2.330824
-158.897136,2.219496
-159.743033,2.060212
-160.588929,2.333006
-161.434826,2.086207
-162.280723,2.411169
-163.126619,2.689880
-163.972516,2.926387
-164.818413,2.753927
-165.664310,2.749647
-166.510206,2.601148
-167.356103,2.529179
-168.202000,2.824793
-169.047897,2.925217
-169.893793,2.266243
-170.739690,2.499767
-171.585587,2.330872
-172.431484,2.415094
-173.277380,3.267481
-174.123277,3.546752
-174.969174,3.347290
-175.815071,3.816611
-176.660967,3.804991
-177.506864,5.266686
-178.352761,7.968109
-179.198657,6.185522
-180.044554,4.186688
-180.890451,3.576582
-181.736348,3.774026
-182.582244,3.562929
-183.428141,3.317112
-184.274038,3.301639
-185.119935,3.358281
-185.965831,3.292225
-186.811728,3.986524
-187.657625,4.337296
-188.503522,4.409089
-189.349418,4.828507
-190.195315,5.682147
-191.041212,6.700066
-191.887108,10.948954
-192.733005,15.363671
-193.578902,10.369158
-194.424799,6.382596
-195.270695,5.226998
-196.116592,4.186846
-196.962489,3.764061
-197.808386,3.317691
-198.654282,3.216322
-199.500179,3.380096
-200.346076,3.159826
-201.191973,3.223709
-202.037869,3.497044
-202.883766,2.809702
-203.729663,2.087544
-204.575560,2.442708
-205.421456,2.481286
-206.267353,2.836255
-207.113250,2.361342
-207.959146,2.007502
-208.805043,2.457886
-209.650940,1.901328
