VLSR,Tbright
-39.786789,23.061744
-40.632686,22.712113
-41.478583,22.470675
-42.324479,22.972106
-43.170376,22.796974
-44.016273,22.362377
-44.862170,22.615267
-45.708066,22.347457
-46.553963,22.196576
-47.399860,21.987417
-48.245757,21.502804
-49.091653,21.365845
-49.937550,21.259482
-50.783447,21.135843
-51.629344,21.236507
-52.475240,21.189138
-53.321137,20.776812
-54.167034,20.261165
-55.012930,20.169285
-55.858827,20.158116
-56.704724,19.480019
-57.550621,20.010305
-58.396517,21.039280
-59.242414,20.956163
-60.088311,20.354633
-60.934208,21.305106
-61.780104,21.361308
-62.626001,21.465035
-63.471898,21.317320
-64.317795,21.443484
-65.163691,21.539163
-66.009588,21.929134
-66.855485,21.740463
-67.701381,21.673924
-68.547278,21.183990
-69.393175,21.046628
-70.239072,20.773189
-71.084968,20.827235
-71.930865,21.049964
-72.776762,21.252915
-73.622659,20.734843
-74.468555,21.400471
-75.314452,19.633926
-76.160349,19.169443
-77.006246,19.270504
-77.852142,19.661209
-78.698039,19.105258
-79.543936,18.444930
-80.389833,18.252670
-81.235729,17.852091
-82.081626,17.431358
-82.927523,17.171488
-83.773419,17.326454
-84.619316,16.445123
-85.465213,16.661816
-86.311110,16.572195
-87.157006,16.146686
-88.002903,16.172420
-88.848800,16.267679
-89.694697,16.054366
-90.540593,16.239773
-91.386490,15.829430
-92.232387,15.559479
-93.078284,15.529391
-93.924180,14.976109
-94.770077,14.822264
-95.615974,13.812303
-96.461870,13.185466
-97.307767,12.629519
-98.153664,11.812847
-98.999561,12.002161
-99.845457,12.043217
-100.691354,11.088318
-101.537251,10.619095
-102.383148,10.298125
-103.229044,9.383303
-104.074941,8.835670
-104.920838,8.472373
-105.766735,7.966383
-106.612631,8.314014
-107.458528,8.090832
-108.304425,7.691185
-109.150322,7.359796
-109.996218,7.341850
-110.842115,7.184831
-111.688012,6.984398
-112.533908,6.843507
-113.379805,6.784235
-114.225702,6.242102
-115.071599,6.127711
-115.917495,5.836258
-116.763392,6.122242
-117.609289,5.511560
-118.455186,5.170615
-119.301082,4.836811
-120.146979,4.784908
-120.992876,4.351798
-121.838773,4.729359
-122.684669,4.990805
-123.530566,4.756217
-124.376463,5.097575
-125.222359,4.826666
-126.068256,4.295108
-126.914153,4.551761
-127.760050,4.972422
-128.605946,4.112011
-129.451843,3.706933
-130.297740,3.894931
-131.143637,3.648345
-131.989533,3.950628
-132.835430,3.801730
-133.681327,3.512388
-134.527224,3.797148
-135.373120,3.951135
-136.219017,3.612277
-137.064914,3.246016
-137.910810,3.124576
-138.756707,3.313262
-139.602604,3.686978
-140.448501,2.629465
-141.294397,2.886455
-142.140294,3.510807
-142.986191,2.971086
-143.832088,2.757928
-144.677984,2.591200
-145.523881,3.020181
-146.369778,3.216719
-147.215675,3.886349
-148.061571,3.460907
-148.907468,3.286703
-149.753365,3.303484
-150.599262,3.511481
-151.445158,3.978922
-152.291055,4.279799
-153.136952,4.798659
-153.982848,4.747727
-154.828745,4.020216
-155.674642,3.842095
-156.520539,3.941792
-157.366435,4.131143
-158.212332,3.512628
-159.058229,3.602487
-159.904126,3.400598
-160.750022,3.467342
-161.595919,3.598277
-162.441816,3.727819
-163.287713,3.737422
-164.133609,3.487147
-164.979506,3.633589
-165.825403,4.127129
-166.671299,4.747521
-167.517196,4.890087
-168.363093,4.903123
-169.208990,3.943561
-170.054886,3.460530
-170.900783,4.219682
-171.746680,4.644494
-172.592577,4.193849
-173.438473,3.559338
-174.284370,4.216699
-175.130267,4.383782
-175.976164,4.564156
-176.822060,5.182949
-177.667957,5.452360
-178.513854,5.608842
-179.359751,5.456107
-180.205647,5.144780
-181.051544,7.401458
-181.897441,10.421003
-182.743337,7.765239
-183.589234,5.977355
-184.435131,5.680168
-185.281028,5.613357
-186.126924,4.937059
-186.972821,4.795580
-187.818718,5.573226
-188.664615,6.452820
-189.510511,6.613890
-190.356408,6.105456
-191.202305,6.180170
-192.048202,7.134597
-192.894098,7.696647
-193.739995,8.198622
-194.585892,9.858454
-195.431788,15.737644
-196.277685,20.265768
-197.123582,12.863356
-197.969479,8.899055
-198.815375,7.546917
-199.661272,6.648603
-200.507169,5.850884
-201.353066,4.927580
-202.198962,5.172382
-203.044859,4.950059
-203.890756,4.780584
-204.736653,4.440042
-205.582549,4.329108
-206.428446,4.080710
-207.274343,3.900985
-208.120240,4.309900
-208.966136,4.744980
-209.812033,4.432765
-210.657930,4.501911
-211.503826,3.908764
-212.349723,4.205375
-213.195620,3.370076
