VLSR,Tbright
-2.748067,23.107301
-3.593964,22.403070
-4.439860,20.762104
-5.285757,18.731957
-6.131654,17.123628
-6.977550,15.670375
-7.823447,13.815175
-8.669344,12.539277
-9.515241,11.046835
-10.361137,9.622223
-11.207034,8.015773
-12.052931,6.821135
-12.898828,6.485858
-13.744724,5.756352
-14.590621,5.495862
-15.436518,4.714791
-16.282415,3.992040
-17.128311,4.566035
-17.974208,4.037758
-18.820105,3.435857
-19.666001,3.537041
-20.511898,3.310752
-21.357795,2.979811
-22.203692,3.307509
-23.049588,3.120917
-23.895485,2.962178
-24.741382,3.313241
-25.587279,3.509135
-26.433175,2.983982
-27.279072,3.358357
-28.124969,3.772577
-28.970866,3.743180
-29.816762,3.128811
-30.662659,3.345560
-31.508556,4.133417
-32.354453,4.170892
-33.200349,4.205774
-34.046246,4.040758
-34.892143,3.650938
-35.738039,3.729985
-36.583936,4.251560
-37.429833,4.342966
-38.275730,4.282728
-39.121626,4.098630
-39.967523,4.013305
-40.813420,4.004506
-41.659317,4.760384
-42.505213,4.702563
-43.351110,4.746343
-44.197007,4.800269
-45.042904,5.281948
-45.888800,5.291658
-46.734697,4.936853
-47.580594,5.707426
-48.426490,5.791635
-49.272387,5.548355
-50.118284,5.613083
-50.964181,5.669285
-51.810077,5.465121
-52.655974,5.737387
-53.501871,5.976832
-54.347768,5.659138
-55.193664,6.101366
-56.039561,5.988045
-56.885458,6.043308
-57.731355,5.812091
-58.577251,6.007010
-59.423148,6.174712
-60.269045,6.032915
-61.114941,5.498261
-61.960838,5.545081
-62.806735,5.107670
-63.652632,4.833452
-64.498528,5.087974
-65.344425,5.604202
-66.190322,5.456627
-67.036219,4.398526
-67.882115,4.653199
-68.728012,4.060137
-69.573909,4.420442
-70.419806,4.616213
-71.265702,4.498781
-72.111599,4.216841
-72.957496,4.022410
-73.803393,4.227367
-74.649289,3.897931
-75.495186,3.394507
-76.341083,3.556726
-77.186979,3.717720
-78.032876,3.558924
-78.878773,3.786739
-79.724670,3.741049
-80.570566,3.431749
-81.416463,3.676362
-82.262360,3.164584
-83.108257,2.865137
-83.954153,3.579934
-84.800050,3.153661
-85.645947,2.750233
-86.491844,2.820456
-87.337740,2.733466
-88.183637,2.841006
-89.029534,2.564068
-89.875430,2.895649
-90.721327,2.869754
-91.567224,2.241375
-92.413121,1.933246
-93.259017,2.572221
-94.104914,2.706528
-94.950811,2.199931
-95.796708,1.970667
-96.642604,2.526971
-97.488501,2.403214
-98.334398,2.412646
-99.180295,2.243117
-100.026191,2.298928
-100.872088,2.051034
-101.717985,1.279106
-102.563882,1.335323
-103.409778,1.473472
-104.255675,2.187112
-105.101572,2.257801
-105.947468,1.921434
-106.793365,1.306435
-107.639262,1.597369
-108.485159,1.449479
-109.331055,1.296997
-110.176952,1.962813
-111.022849,1.930055
-111.868746,2.169325
-112.714642,1.536876
-113.560539,1.405331
-114.406436,1.972108
-115.252333,1.814288
-116.098229,2.115231
-116.944126,2.004620
-117.790023,1.807236
-118.635919,1.694833
-119.481816,1.382550
-120.327713,1.790005
-121.173610,1.984803
-122.019506,1.893338
-122.865403,1.652567
-123.711300,1.996892
-124.557197,1.675689
-125.403093,1.590240
-126.248990,1.519514
-127.094887,1.094251
-127.940784,0.930050
-128.786680,1.015410
-129.632577,1.519358
-130.478474,1.489730
-131.324370,1.194136
-132.170267,0.751172
-133.016164,1.424881
-133.862061,0.787017
-134.707957,0.891607
-135.553854,2.039195
-136.399751,1.379714
-137.245648,1.078082
-138.091544,1.352391
-138.937441,1.647853
-139.783338,1.214069
-140.629235,1.833286
-141.475131,1.407843
-142.321028,1.932854
-143.166925,1.805976
-144.012822,1.363423
-144.858718,1.827498
-145.704615,2.277967
-146.550512,1.809501
-147.396408,1.686233
-148.242305,1.357891
-149.088202,2.051434
-149.934099,2.446618
-150.779995,1.745949
-151.625892,1.545546
-152.471789,2.161847
-153.317686,1.754866
-154.163582,1.602820
-155.009479,1.497940
-155.855376,1.683985
-156.701273,1.717971
-157.547169,1.530680
-158.393066,1.312502
-159.238963,1.629480
-160.084859,2.384622
-160.930756,1.839995
-161.776653,1.995078
-162.622550,2.304681
-163.468446,2.039012
-164.314343,2.091171
-165.160240,1.895685
-166.006137,2.484995
-166.852033,1.791346
-167.697930,1.836245
-168.543827,1.423659
-169.389724,1.338954
-170.235620,1.847629
-171.081517,2.182353
-171.927414,2.260093
-172.773311,2.296529
-173.619207,1.608999
-174.465104,2.107396
-175.311001,3.390207
-176.156897,2.585309
-177.002794,1.924344
-177.848691,2.407366
-178.694588,2.379798
-179.540484,1.963497
-180.386381,2.295597
-181.232278,2.476601
-182.078175,2.486540
-182.924071,2.371261
-183.769968,2.408326
-184.615865,2.200789
-185.461762,2.070031
-186.307658,2.367727
-187.153555,3.235301
-187.999452,3.036651
-188.845348,3.590743
-189.691245,4.885767
-190.537142,3.985851
-191.383039,3.516558
-192.228935,2.433205
-193.074832,2.329417
-193.920729,2.646942
-194.766626,1.864381
-195.612522,2.048075
-196.458419,2.229032
-197.304316,1.235631
-198.150213,1.349934
-198.996109,1.845805
-199.842006,1.452344
-200.687903,1.062868
-201.533800,1.375118
-202.379696,1.574919
-203.225593,1.746291
-204.071490,1.747451
-204.917386,1.389051
-205.763283,1.831473
-206.609180,1.308186
