VLSR,Tbright
11.737772,18.467821
10.891875,21.899871
10.045979,25.385519
9.200082,28.977346
8.354185,33.214468
7.508288,37.236664
6.662392,40.766823
5.816495,43.995077
4.970598,45.643891
4.124701,47.339109
3.278805,48.377119
2.432908,49.405353
1.587011,50.291630
0.741115,49.792201
-0.104782,49.691633
-0.950679,48.518424
-1.796576,47.361819
-2.642472,46.539889
-3.488369,46.046562
-4.334266,45.707336
-5.180163,44.439516
-6.026059,43.147076
-6.871956,42.243186
-7.717853,41.084248
-8.563750,39.563973
-9.409646,37.784564
-10.255543,35.876923
-11.101440,33.939960
-11.947337,33.172302
-12.793233,31.297003
-13.639130,29.567580
-14.485027,28.669384
-15.330923,27.429820
-16.176820,26.312691
-17.022717,25.698454
-17.868614,24.799186
-18.714510,24.854642
-19.560407,23.859766
-20.406304,22.904746
-21.252201,23.042065
-22.098097,22.415418
-22.943994,22.400450
-23.789891,22.366609
-24.635788,22.348982
-25.481684,22.782946
-26.327581,22.458874
-27.173478,22.330184
-28.019374,22.621574
-28.865271,22.889446
-29.711168,23.236605
-30.557065,23.547738
-31.402961,23.735706
-32.248858,24.765270
-33.094755,25.468181
-33.940652,25.351629
-34.786548,25.669324
-35.632445,25.812206
-36.478342,26.352773
-37.324239,26.752749
-38.170135,26.600830
-39.016032,26.335557
-39.861929,27.089859
-40.707826,27.930940
-41.553722,28.114845
-42.399619,27.722517
-43.245516,27.818036
-44.091412,28.887307
-44.937309,29.357675
-45.783206,29.329957
-46.629103,29.327011
-47.474999,28.930418
-48.320896,28.501688
-49.166793,27.994203
-50.012690,27.954539
-50.858586,27.986725
-51.704483,27.100389
-52.550380,26.053662
-53.396277,26.142912
-54.242173,26.025311
-55.088070,25.162816
-55.933967,24.816665
-56.779863,24.645514
-57.625760,24.138036
-58.471657,23.739312
-59.317554,24.159144
-60.163450,23.887083
-61.009347,23.679442
-61.855244,23.496037
-62.701141,23.414214
-63.547037,22.939459
-64.392934,22.748897
-65.238831,22.427614
-66.084728,21.679372
-66.930624,21.137539
-67.776521,20.846344
-68.622418,19.897130
-69.468314,18.819088
-70.314211,18.003863
-71.160108,17.305155
-72.006005,16.314870
-72.851901,15.596527
-73.697798,15.586014
-74.543695,15.490088
-75.389592,14.148728
-76.235488,13.756449
-77.081385,12.741175
-77.927282,12.673660
-78.773179,12.313530
-79.619075,12.523020
-80.464972,12.159981
-81.310869,11.397361
-82.156766,10.975557
-83.002662,10.909567
-83.848559,10.642552
-84.694456,10.818466
-85.540352,10.876063
-86.386249,10.532787
-87.232146,10.620124
-88.078043,10.671519
-88.923939,11.390031
-89.769836,12.021793
-90.615733,12.298759
-91.461630,12.425375
-92.307526,12.921758
-93.153423,13.024871
-93.999320,12.447502
-94.845217,12.494438
-95.691113,12.871894
-96.537010,12.441236
-97.382907,11.626746
-98.228803,10.928234
-99.074700,10.741134
-99.920597,9.874757
-100.766494,9.786649
-101.612390,9.541539
-102.458287,8.940416
-103.304184,8.593576
-104.150081,8.245475
-104.995977,7.978408
-105.841874,7.919377
-106.687771,7.251481
-107.533668,6.541705
-108.379564,6.746901
-109.225461,6.471750
-110.071358,5.849795
-110.917255,5.906625
-111.763151,5.908449
-112.609048,5.765299
-113.454945,5.438774
-114.300841,5.136231
-115.146738,4.632170
-115.992635,4.365353
-116.838532,4.195618
-117.684428,4.125335
-118.530325,4.724618
-119.376222,4.914323
-120.222119,4.288863
-121.068015,4.001971
-121.913912,3.776256
-122.759809,3.803067
-123.605706,3.585824
-124.451602,3.112255
-125.297499,3.092784
-126.143396,3.614386
-126.989292,3.451725
-127.835189,3.080329
-128.681086,3.136126
-129.526983,3.337497
-130.372879,3.054796
-131.218776,2.464828
-132.064673,3.111821
-132.910570,2.757806
-133.756466,2.839925
-134.602363,2.595773
-135.448260,2.633417
-136.294157,2.552774
-137.140053,2.423037
-137.985950,2.136606
-138.831847,2.261355
-139.677743,1.905046
-140.523640,2.007855
-141.369537,2.889007
-142.215434,2.484725
-143.061330,2.304550
-143.907227,2.627205
-144.753124,2.400364
-145.599021,2.268984
-146.444917,2.058228
-147.290814,1.705648
-148.136711,1.857917
-148.982608,2.574456
-149.828504,2.467647
-150.674401,2.249162
-151.520298,2.192783
-152.366195,2.471409
-153.212091,2.750242
-154.057988,3.174485
-154.903885,3.513837
-155.749781,3.269918
-156.595678,2.369794
-157.441575,2.577620
-158.287472,3.074757
-159.133368,2.910760
-159.979265,2.476670
-160.825162,2.456290
-161.671059,2.372787
-162.516955,2.710630
-163.362852,2.595693
-164.208749,2.842480
-165.054646,2.559021
-165.900542,2.614197
-166.746439,2.342471
-167.592336,3.188688
-168.438232,3.454211
-169.284129,3.681731
-170.130026,3.131128
-170.975923,2.941111
-171.821819,2.717306
-172.667716,2.869197
-173.513613,3.238638
-174.359510,3.089095
-175.205406,2.982717
-176.051303,3.404456
-176.897200,3.010524
-177.743097,3.377450
-178.588993,3.544480
-179.434890,3.833547
-180.280787,4.174349
-181.126684,4.523533
-181.972580,4.666512
-182.818477,6.627434
-183.664374,8.655450
-184.510270,6.149612
-185.356167,4.590444
-186.202064,4.131079
-187.047961,4.209076
-187.893857,3.812313
-188.739754,3.967510
-189.585651,3.873270
-190.431548,4.043767
-191.277444,4.629483
-192.123341,4.442037
-192.969238,4.726003
-193.815135,5.148093
-194.661031,5.641696
-195.506928,6.753158
-196.352825,7.579927
-197.198721,12.889978
-198.044618,16.862212
-198.890515,10.494175
-199.736412,7.036855
-200.582308,5.878804
-201.428205,4.865626
-202.274102,4.835759
-203.119999,4.228264
-203.965895,4.046870
-204.811792,3.746119
-205.657689,3.485505
-206.503586,3.286966
-207.349482,3.278570
-208.195379,3.238453
-209.041276,3.123571
-209.887173,3.268693
-210.733069,3.196682
-211.578966,2.714534
-212.424863,2.823470
-213.270759,2.683113
-214.116656,2.562614
-214.962553,2.124990
